Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.93,10,2,1,6,7,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,UX Designer,5,4,5,1,4,17
0.91,5,1,3,7,8,1,0,0,1,1,2,1,1,0,0,1,0,1,1,0,UX Designer,8,1,0,4,2,13
0.93,12,9,2,5,5,1,0,0,0,0,1,2,1,1,1,1,1,1,0,1,UX Designer,8,6,4,4,5,26
0.63,6,9,4,7,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,UX Designer,2,5,7,3,7,13
0.92,4,5,6,2,2,1,0,1,0,0,2,2,1,1,1,0,1,0,0,1,UX Designer,6,7,8,5,8,7
0.67,7,6,4,6,8,1,0,0,0,1,1,2,1,1,0,1,0,1,1,1,UX Designer,2,1,2,0,8,24
0.69,4,5,1,7,6,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,UX Designer,5,5,7,1,8,13
0.73,8,6,2,4,3,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,UX Designer,2,4,0,1,4,28
0.63,5,7,5,2,1,1,1,0,0,0,1,2,1,1,0,1,0,0,0,1,UX Designer,1,3,4,4,1,5
0.75,7,3,1,7,6,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,UX Designer,6,6,0,2,7,2
0.9,10,4,5,9,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,UX Designer,0,0,4,5,1,2
0.79,4,8,4,5,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,UX Designer,1,7,4,2,3,20
0.82,6,9,1,3,9,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,UX Designer,5,1,7,2,4,25
0.76,9,3,1,7,6,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,UX Designer,1,2,3,5,9,6
0.74,4,4,4,7,2,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,UX Designer,3,2,9,0,8,8
0.74,7,1,4,1,8,0,0,0,0,1,2,1,0,0,1,1,0,1,0,1,UX Designer,3,7,1,4,7,14
0.94,7,6,4,7,9,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,UX Designer,7,4,0,3,0,2
0.68,6,8,3,3,1,1,1,0,0,0,2,2,1,0,1,0,1,0,0,0,UX Designer,1,6,2,0,2,15
0.89,10,8,0,7,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,UX Designer,0,1,6,4,0,23
0.92,7,8,2,5,5,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,UX Designer,2,4,1,1,5,28
0.7,9,4,3,6,2,0,1,1,1,1,1,2,0,0,1,0,0,1,0,1,UX Designer,6,2,0,3,6,23
0.9,12,9,0,1,9,0,1,1,0,0,1,2,1,0,0,1,1,0,0,1,UX Designer,5,3,1,0,0,30
0.77,4,7,6,3,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,UX Designer,6,2,3,3,8,4
0.71,10,2,0,7,6,0,1,1,0,0,2,1,1,0,0,0,1,1,0,1,UX Designer,4,2,2,1,8,24
0.65,8,4,6,5,7,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,UX Designer,0,3,4,5,2,14
0.89,6,2,1,1,9,0,0,1,0,1,2,1,1,1,1,1,1,1,1,1,UX Designer,3,1,1,5,5,27
0.64,6,6,2,4,4,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,UX Designer,0,7,3,3,8,5
0.73,7,9,4,8,9,0,0,1,0,0,0,2,0,1,1,0,1,1,1,0,UX Designer,3,2,3,0,3,12
0.71,11,3,2,3,8,0,0,1,0,0,2,2,0,1,1,0,1,0,1,0,UX Designer,6,0,7,3,9,14
0.77,12,1,3,2,5,1,1,0,0,0,1,2,0,1,1,0,1,1,0,0,UX Designer,8,2,6,3,6,16
0.69,11,4,3,5,8,1,0,0,1,1,2,1,0,0,0,0,1,0,1,1,UX Designer,7,6,6,4,5,26
0.86,8,6,4,6,8,1,1,0,0,1,1,2,0,1,1,1,1,1,0,1,UX Designer,4,6,5,2,2,19
0.71,8,4,5,1,5,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,UX Designer,6,5,9,1,9,13
0.62,9,6,3,3,9,1,0,1,0,0,0,2,1,1,1,1,0,0,1,0,UX Designer,5,1,7,3,0,3
0.69,10,8,2,2,1,1,1,1,0,0,2,0,0,1,1,1,0,0,0,0,UX Designer,5,5,6,5,7,7
0.63,12,1,0,4,3,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,UX Designer,3,1,1,0,9,4
0.63,7,8,2,5,6,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,UX Designer,5,0,5,0,6,20
0.63,6,9,4,7,5,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,UX Designer,2,5,7,3,7,13
0.82,8,1,1,5,7,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,UX Designer,5,5,2,4,3,0
0.72,10,7,3,1,3,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,UX Designer,4,6,0,2,9,21
0.89,6,3,2,9,1,0,0,1,1,0,0,2,0,1,0,1,0,0,0,1,UX Designer,4,0,5,2,0,10
0.91,6,4,1,6,7,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,UX Designer,5,4,9,0,7,27
0.64,9,6,5,5,1,0,0,0,1,1,2,2,1,0,0,1,1,0,1,1,UX Designer,3,7,3,0,8,16
0.76,9,3,1,7,6,0,1,1,1,0,1,2,0,0,1,1,1,1,1,1,UX Designer,1,2,3,5,9,6
0.75,4,6,4,2,2,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,UX Designer,4,4,3,2,8,16
0.79,10,6,1,5,1,1,1,1,1,0,2,2,1,0,1,1,1,0,0,1,UX Designer,3,2,3,5,0,6
0.66,11,9,0,4,6,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,UX Designer,4,6,2,3,3,7
0.73,4,6,4,4,8,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,UX Designer,1,5,8,3,5,28
0.81,4,5,5,6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,UX Designer,6,5,6,1,9,20
0.66,6,4,5,9,5,1,1,0,1,1,1,2,0,1,1,0,1,0,1,0,UX Designer,2,4,9,1,0,27
0.75,8,4,4,6,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,UX Designer,5,0,8,4,4,28
0.86,8,6,4,6,8,1,1,0,0,1,1,2,0,1,1,1,1,1,0,1,UX Designer,4,6,5,2,2,19
0.93,10,7,1,3,4,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,UX Designer,8,7,9,3,1,4
0.74,11,9,6,8,8,1,0,1,0,1,0,2,0,1,1,1,0,1,1,0,UX Designer,0,1,0,4,9,27
0.79,10,6,6,8,4,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,UX Designer,5,6,0,3,8,28
0.89,4,9,5,7,2,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,UX Designer,2,4,8,5,1,1
0.93,8,8,5,5,7,0,0,1,0,1,2,2,1,0,0,1,1,0,0,0,UX Designer,6,4,9,3,0,21
0.73,6,6,2,6,3,1,0,1,1,1,2,2,0,1,1,1,0,1,0,0,UX Designer,7,7,1,0,6,14
0.74,4,4,4,7,2,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,UX Designer,3,2,9,0,8,8
0.74,6,1,2,1,6,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,UX Designer,1,3,7,3,5,25
0.94,12,1,2,1,1,0,1,1,1,0,1,2,0,1,0,1,0,1,1,0,UX Designer,5,2,3,0,8,19
0.64,10,5,1,6,1,1,1,1,0,0,2,2,0,0,1,0,1,0,1,0,UX Designer,1,0,0,3,8,24
0.87,7,8,2,6,8,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,UX Designer,8,0,9,2,9,19
0.77,12,8,5,8,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,UX Designer,3,2,0,1,6,24
0.64,4,2,0,4,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,UX Designer,6,2,6,4,4,16
0.81,4,5,5,6,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,UX Designer,6,5,6,1,9,20
0.64,7,4,4,4,2,1,1,0,0,0,1,2,1,0,0,1,1,1,0,0,UX Designer,1,2,5,2,9,12
0.89,4,1,6,3,9,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,UX Designer,6,7,2,0,5,12
0.61,5,2,6,9,9,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,UX Designer,7,6,3,3,6,21
0.91,5,9,6,9,6,1,1,0,1,1,2,2,1,1,1,1,0,1,0,1,UX Designer,8,5,7,1,3,12
0.91,12,5,5,6,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,UX Designer,5,2,1,3,5,8
0.81,12,8,0,2,6,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,UX Designer,8,4,4,0,2,6
0.94,11,6,2,7,2,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,UX Designer,7,2,1,0,4,21
0.94,11,6,2,7,2,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,UX Designer,7,2,1,0,4,21
0.77,4,7,6,3,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,UX Designer,6,2,3,3,8,4
0.65,4,2,6,3,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,UX Designer,8,5,7,4,5,22
0.94,4,8,6,2,7,1,1,0,0,0,2,2,0,0,0,0,1,1,1,1,UX Designer,4,2,5,5,5,2
0.72,10,7,3,1,3,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,UX Designer,4,6,0,2,9,21
0.66,6,8,2,3,8,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,UX Designer,2,4,9,2,5,17
0.63,10,1,0,9,9,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,UX Designer,2,0,2,5,6,14
0.89,12,5,6,5,7,1,1,1,1,0,2,2,1,0,0,0,1,0,1,0,UX Designer,8,4,3,3,9,14
0.61,11,4,2,3,6,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,UX Designer,4,7,9,5,5,1
0.62,11,1,0,7,4,0,0,1,1,0,1,2,0,1,1,0,1,1,0,1,UX Designer,0,3,6,5,0,14
0.94,11,9,3,7,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,UX Designer,4,5,4,3,4,9
0.64,8,9,0,6,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,UX Designer,5,7,0,4,7,19
0.76,7,3,3,2,6,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,UX Designer,0,4,2,5,6,16
0.75,8,4,4,6,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,UX Designer,5,0,8,4,4,28
0.93,4,9,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,UX Designer,8,0,7,1,7,7
0.88,4,1,2,5,6,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,UX Designer,0,4,0,5,3,24
0.79,10,9,2,4,3,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,UX Designer,3,5,6,0,2,20
0.6,8,7,6,9,5,0,0,1,0,1,1,2,1,0,1,0,0,1,0,0,UX Designer,6,0,9,5,7,11
0.92,8,1,0,3,5,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,UX Designer,8,7,0,5,2,13
0.72,4,5,0,5,3,0,1,0,0,0,1,2,1,1,0,1,0,1,1,0,UX Designer,0,2,2,4,2,27
0.6,6,4,5,1,3,1,1,1,1,0,2,0,1,0,0,1,1,1,1,1,UX Designer,4,3,4,2,2,26
0.74,8,2,3,7,6,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,UX Designer,3,4,1,3,0,19
0.7,4,9,6,5,9,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,UX Designer,8,0,6,0,8,17
0.62,4,7,3,8,5,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,UX Designer,6,7,3,3,0,4
0.66,6,8,2,3,8,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,UX Designer,2,4,9,2,5,17
0.77,12,2,3,4,5,1,0,0,1,1,2,1,0,0,1,1,0,1,1,1,UX Designer,8,1,6,0,6,13
0.79,9,5,5,3,4,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,UX Designer,1,0,9,0,2,7
0.61,7,1,1,3,4,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,UX Designer,1,1,3,4,4,24
0.65,8,4,6,5,7,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,UX Designer,0,3,4,5,2,14
0.65,4,3,0,5,3,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,UX Designer,2,6,6,0,1,6
0.61,12,9,2,2,3,1,0,1,0,1,2,1,0,0,1,0,1,0,1,0,UX Designer,5,1,1,3,0,6
0.64,8,4,5,3,2,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,UX Designer,5,4,7,3,1,12
0.81,5,5,3,3,9,0,1,1,1,1,0,2,1,1,0,0,0,1,1,1,UX Designer,4,6,3,1,1,23
0.63,6,1,0,7,5,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,UX Designer,7,6,3,5,1,9
0.64,9,6,5,5,1,0,0,0,1,1,2,2,1,0,0,1,1,0,1,1,UX Designer,3,7,3,0,8,16
0.64,5,5,0,4,2,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,UX Designer,2,5,0,2,8,14
0.84,11,8,3,4,8,0,0,0,1,0,1,2,0,0,1,0,1,1,0,1,UX Designer,6,3,0,2,7,30
0.73,6,6,2,6,3,1,0,1,1,1,2,2,0,1,1,1,0,1,0,0,UX Designer,7,7,1,0,6,14
0.93,10,5,1,3,2,1,1,0,1,0,1,2,0,0,0,1,0,1,0,1,UX Designer,8,3,4,5,3,3
0.89,10,2,1,9,4,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,UX Designer,0,7,6,1,3,24
0.94,4,1,2,1,3,0,0,1,0,1,2,2,0,0,0,1,0,1,0,1,UX Designer,8,2,9,4,6,30
0.68,6,7,1,7,5,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,UX Designer,5,6,1,4,8,28
0.67,11,6,3,7,5,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,UX Designer,4,1,4,1,8,2
0.89,9,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,UX Designer,7,5,1,0,2,27
0.92,6,3,1,3,9,1,1,0,1,1,1,2,0,1,1,0,0,1,1,1,UX Designer,8,5,0,1,5,8
0.86,7,6,4,6,4,0,1,0,0,1,2,1,1,0,1,0,0,0,1,1,UX Designer,1,1,2,3,3,13
0.73,10,7,3,7,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,UX Designer,3,5,2,1,6,26
0.86,7,6,4,6,4,0,1,0,0,1,2,1,1,0,1,0,0,0,1,1,UX Designer,1,1,2,3,3,13
0.9,11,1,0,7,6,1,1,1,0,1,2,2,1,0,1,0,1,1,0,0,UX Designer,8,6,5,3,6,20
0.73,7,9,4,8,9,0,0,1,0,0,0,2,0,1,1,0,1,1,1,0,UX Designer,3,2,3,0,3,12
0.76,10,5,0,7,9,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,UX Designer,6,4,8,3,1,22
0.85,12,1,6,8,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,UX Designer,1,5,5,5,7,17
0.94,12,5,6,4,3,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,UX Designer,0,3,8,4,0,1
0.8,8,2,6,2,6,1,1,0,0,0,2,0,0,1,0,1,1,0,1,0,UX Designer,5,4,6,5,6,16
0.92,9,9,2,4,8,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,UX Designer,7,6,8,5,7,26
0.79,6,1,0,5,2,0,1,1,1,1,1,2,0,1,0,0,1,0,1,0,UX Designer,7,5,0,4,1,30
0.91,6,8,6,7,4,0,0,0,1,1,2,2,1,1,0,0,0,0,0,1,UX Designer,1,2,2,4,3,22
0.82,6,9,1,3,9,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,UX Designer,5,1,7,2,4,25
0.82,5,7,2,8,7,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,UX Designer,8,0,1,4,2,7
0.67,7,7,6,8,3,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,UX Designer,2,3,6,0,4,4
0.86,10,7,3,2,6,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,UX Designer,0,0,5,4,8,15
0.82,10,5,1,6,7,1,0,1,0,1,0,2,0,1,0,0,0,1,1,1,UX Designer,8,4,5,2,5,27
0.86,8,1,6,9,8,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,UX Designer,1,3,6,5,3,16
0.72,5,9,0,3,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,UX Designer,5,0,5,3,9,9
0.93,4,9,6,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,UX Designer,8,0,7,1,7,7
0.79,10,6,6,8,4,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,UX Designer,5,6,0,3,8,28
0.69,5,8,2,5,2,0,1,1,1,0,2,1,1,0,1,1,0,1,0,1,UX Designer,1,1,8,0,5,30
0.89,9,8,1,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,UX Designer,4,4,8,2,9,4
0.89,9,8,1,3,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,UX Designer,4,4,8,2,9,4
0.66,8,8,0,6,6,1,1,1,0,0,2,0,1,0,0,0,0,1,1,0,UX Designer,2,1,4,4,8,21
0.9,12,4,1,5,3,1,0,1,1,0,2,2,1,0,1,0,1,0,0,0,UX Designer,2,6,5,3,7,11
0.66,11,9,0,4,6,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,UX Designer,4,6,2,3,3,7
0.75,4,1,5,2,8,1,1,0,0,1,2,2,1,0,1,1,1,1,0,1,UX Designer,7,6,0,3,5,3
0.6,8,7,6,9,5,0,0,1,0,1,1,2,1,0,1,0,0,1,0,0,UX Designer,6,0,9,5,7,11
0.67,9,1,2,5,2,0,1,0,1,0,2,2,0,0,0,0,0,1,0,1,UX Designer,8,2,6,0,7,10
0.9,4,7,2,5,6,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,UX Designer,1,1,4,3,1,12
0.79,11,3,0,5,8,1,0,0,0,0,2,2,0,1,0,0,1,0,0,1,UX Designer,3,5,2,3,7,11
0.85,5,4,6,6,3,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,UX Designer,2,7,6,3,3,13
0.87,8,5,4,4,9,0,1,1,1,1,1,2,1,0,1,0,1,0,0,1,UX Designer,6,1,3,3,4,3
0.65,8,7,4,1,8,1,1,0,1,1,2,2,0,0,0,0,0,0,1,1,UX Designer,8,7,9,1,4,19
0.69,5,1,4,1,8,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,UX Designer,1,1,5,3,6,22
0.86,9,6,3,5,7,0,1,0,1,0,0,2,0,0,1,1,1,1,0,0,UX Designer,7,4,3,2,4,13
0.92,6,9,4,5,3,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,UX Designer,1,3,2,3,2,18
0.71,11,7,4,7,5,0,1,0,0,0,0,2,1,0,0,1,0,0,0,1,UX Designer,8,6,9,2,6,21
0.67,7,1,1,8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,UX Designer,5,6,6,1,5,9
0.93,10,7,1,3,4,1,1,1,1,1,1,2,0,0,1,1,1,1,0,1,UX Designer,8,7,9,3,1,4
0.92,7,8,2,5,5,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,UX Designer,2,4,1,1,5,28
0.71,9,8,4,4,1,0,0,0,1,0,2,1,1,0,1,1,0,0,1,1,UX Designer,6,0,3,3,7,16
0.88,11,4,5,8,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,UX Designer,8,3,3,4,3,25
0.93,6,4,4,2,3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,UX Designer,2,4,2,5,8,12
0.8,8,8,3,7,8,1,0,0,0,0,2,2,0,0,1,1,1,1,0,1,UX Designer,1,7,1,5,6,23
0.73,6,3,3,3,1,1,1,1,1,0,2,2,1,1,1,1,1,0,0,1,UX Designer,3,0,6,3,9,24
0.94,12,3,1,8,1,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,UX Designer,5,5,6,1,8,10
0.82,10,4,2,7,6,0,1,1,0,1,2,0,1,1,1,0,0,0,0,1,UX Designer,2,7,9,0,6,23
0.87,11,9,3,5,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,UX Designer,8,6,9,5,1,11
0.6,10,7,6,5,3,1,1,0,0,1,2,2,1,0,0,0,1,1,1,1,UX Designer,7,3,5,5,6,14
0.63,8,6,5,5,2,0,0,1,0,1,2,1,0,0,1,0,0,0,0,1,UX Designer,8,2,5,4,6,29
0.78,7,6,4,3,6,0,1,1,0,0,2,0,0,1,1,1,1,1,1,1,UX Designer,1,1,0,2,3,29
0.73,7,6,0,8,6,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,UX Designer,1,0,7,4,6,14
0.63,10,1,6,5,3,1,0,0,1,1,0,2,1,0,0,0,0,1,0,0,UX Designer,6,6,5,5,8,19
0.65,4,2,6,3,5,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,UX Designer,8,5,7,4,5,22
0.73,9,4,0,1,1,1,1,0,1,0,0,2,0,0,0,0,0,1,1,1,UX Designer,0,2,2,4,1,13
0.78,5,4,0,9,5,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,UX Designer,3,4,7,1,2,2
0.93,12,5,6,4,2,0,1,0,0,0,0,2,0,1,0,0,1,0,0,1,UX Designer,7,0,1,3,9,20
0.85,5,5,2,7,3,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,UX Designer,3,7,9,3,5,22
0.94,12,6,5,3,2,1,1,0,1,1,2,0,0,1,0,0,0,1,1,0,UX Designer,7,3,0,5,4,16
0.92,8,5,0,3,8,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,UX Designer,8,2,7,5,6,27
0.8,11,6,2,1,9,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,UX Designer,5,1,7,4,6,17
0.79,11,3,0,5,8,1,0,0,0,0,2,2,0,1,0,0,1,0,0,1,UX Designer,3,5,2,3,7,11
0.86,11,1,4,6,3,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,UX Designer,8,3,0,2,2,11
0.82,4,4,0,2,1,0,0,1,0,1,0,2,0,1,0,1,0,0,0,1,UX Designer,1,1,1,3,1,16
0.74,4,4,4,7,2,1,0,0,0,0,2,1,0,1,0,0,0,1,0,0,UX Designer,3,2,9,0,8,8
0.7,9,4,3,6,2,0,1,1,1,1,1,2,0,0,1,0,0,1,0,1,UX Designer,6,2,0,3,6,23
0.83,12,1,1,7,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,UX Designer,4,3,5,0,8,23
0.77,10,6,4,8,2,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,UX Designer,7,5,9,2,3,14
0.86,6,4,4,6,8,0,0,0,1,1,2,2,1,0,1,1,1,0,0,1,UX Designer,0,0,2,1,8,16
0.74,6,6,5,4,3,0,1,1,0,1,2,2,0,1,1,1,0,0,1,1,UX Designer,4,1,8,1,5,24
0.93,6,4,4,2,3,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,UX Designer,2,4,2,5,8,12
0.74,7,4,5,7,8,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,UX Designer,5,0,2,0,8,11
0.62,4,7,3,8,5,0,1,0,0,0,1,2,1,0,0,1,1,0,0,0,UX Designer,6,7,3,3,0,4
0.62,11,1,6,9,1,1,0,0,0,1,2,0,1,1,0,0,0,1,0,1,UX Designer,8,5,8,5,6,25
0.76,4,6,4,4,2,1,0,1,0,1,1,2,1,1,1,0,1,0,0,1,UX Designer,8,0,7,0,3,27
0.92,8,5,0,3,8,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,UX Designer,8,2,7,5,6,27
0.73,6,6,2,6,3,1,0,1,1,1,2,2,0,1,1,1,0,1,0,0,UX Designer,7,7,1,0,6,14
0.89,9,6,3,1,7,1,1,0,1,0,2,2,1,1,0,0,0,1,1,0,UX Designer,2,3,7,2,8,24
0.91,5,1,3,7,8,1,0,0,1,1,2,1,1,0,0,1,0,1,1,0,UX Designer,8,1,0,4,2,13
0.84,11,8,3,4,8,0,0,0,1,0,1,2,0,0,1,0,1,1,0,1,UX Designer,6,3,0,2,7,30
0.73,6,3,3,3,1,1,1,1,1,0,2,2,1,1,1,1,1,0,0,1,UX Designer,3,0,6,3,9,24
0.82,9,6,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,UX Designer,0,5,4,4,4,9
0.75,8,4,3,9,4,0,1,1,1,0,1,2,0,0,0,0,0,1,0,1,UX Designer,6,0,1,1,0,29
0.92,11,5,0,8,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,UX Designer,7,0,3,1,6,4
0.78,4,4,3,2,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,UX Designer,3,0,0,0,9,14
0.81,5,2,2,8,3,0,1,0,1,0,2,2,0,0,0,0,0,1,1,0,UX Designer,5,4,3,1,8,15
0.83,11,1,2,1,5,1,1,1,0,0,2,0,1,0,1,0,1,1,0,1,UX Designer,8,5,9,4,4,12
0.8,11,6,2,1,9,0,0,0,1,0,1,2,1,0,1,1,0,0,0,0,UX Designer,5,1,7,4,6,17
0.92,7,8,2,5,5,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,UX Designer,2,4,1,1,5,28
0.76,9,7,6,3,4,0,1,1,1,0,2,2,1,1,0,1,0,1,1,0,UX Designer,0,2,2,2,0,10
0.72,5,9,0,3,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,UX Designer,5,0,5,3,9,9
0.62,9,6,3,3,9,1,0,1,0,0,0,2,1,1,1,1,0,0,1,0,UX Designer,5,1,7,3,0,3
0.61,12,4,3,7,7,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,UX Designer,6,7,5,3,7,29
0.83,11,1,2,1,5,1,1,1,0,0,2,0,1,0,1,0,1,1,0,1,UX Designer,8,5,9,4,4,12
0.63,7,8,2,5,6,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,UX Designer,5,0,5,0,6,20
0.85,4,7,3,1,9,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,UX Designer,8,5,3,5,5,5
0.67,7,6,4,6,8,1,0,0,0,1,1,2,1,1,0,1,0,1,1,1,UX Designer,2,1,2,0,8,24
0.91,8,9,4,8,3,1,0,0,0,1,0,2,0,0,0,0,1,1,1,1,UX Designer,5,3,3,3,3,2
0.9,9,7,6,7,1,0,1,0,0,0,1,2,1,0,1,1,0,1,1,1,UX Designer,6,1,8,0,9,13
0.86,6,1,3,4,4,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,UX Designer,4,7,3,0,2,3
0.79,9,9,0,6,5,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,UX Designer,8,4,0,0,1,13
0.89,10,2,1,9,4,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,UX Designer,0,7,6,1,3,24
